TransactionNo,Items,DateTime,Daypart,DayType
733.0,Hearty & Seasonal,2016-06-11 16:15:53,Afternoon,Weekend
734.0,Tea,2016-06-11 16:23:01,Afternoon,Weekend
734.0,Sandwich,2016-06-11 16:23:01,Afternoon,Weekend
735.0,Empanadas,2016-06-11 16:29:15,Afternoon,Weekend
735.0,Tea,2016-06-11 16:29:15,Afternoon,Weekend
736.0,Alfajores,2016-06-11 16:51:30,Afternoon,Weekend
736.0,Alfajores,2016-06-11 16:51:30,Afternoon,Weekend
736.0,Tea,2016-06-11 16:51:30,Afternoon,Weekend
737.0,Alfajores,2016-06-11 17:15:54,Evening,Weekend
738.0,Pastry,2016-06-11 17:19:48,Evening,Weekend
738.0,Dulce de Leche,2016-06-11 17:19:48,Evening,Weekend
739.0,Coffee,2016-07-11 08:13:03,Morning,Weekday
739.0,Pastry,2016-07-11 08:13:03,Morning,Weekday
740.0,Farm House,2016-07-11 09:04:36,Morning,Weekday
740.0,Coffee,2016-07-11 09:04:36,Morning,Weekday
741.0,Bread,2016-07-11 09:14:07,Morning,Weekday
741.0,Scandinavian,2016-07-11 09:14:07,Morning,Weekday
741.0,Medialuna,2016-07-11 09:14:07,Morning,Weekday
742.0,Bread,2016-07-11 09:16:13,Morning,Weekday
743.0,Pastry,2016-07-11 09:29:14,Morning,Weekday
743.0,Tea,2016-07-11 09:29:14,Morning,Weekday
743.0,Alfajores,2016-07-11 09:29:14,Morning,Weekday
744.0,Pastry,2016-07-11 09:31:03,Morning,Weekday
744.0,Coffee,2016-07-11 09:31:03,Morning,Weekday
745.0,Bread,2016-07-11 09:34:03,Morning,Weekday
745.0,Pastry,2016-07-11 09:34:03,Morning,Weekday
745.0,Muffin,2016-07-11 09:34:03,Morning,Weekday
745.0,Farm House,2016-07-11 09:34:03,Morning,Weekday
746.0,Medialuna,2016-07-11 09:50:01,Morning,Weekday
746.0,Tea,2016-07-11 09:50:01,Morning,Weekday
747.0,Alfajores,2016-07-11 09:52:43,Morning,Weekday
748.0,Sandwich,2016-07-11 09:57:09,Morning,Weekday
748.0,Tea,2016-07-11 09:57:09,Morning,Weekday
749.0,Tea,2016-07-11 10:04:23,Morning,Weekday
749.0,Bread,2016-07-11 10:04:23,Morning,Weekday
750.0,Bread,2016-07-11 10:14:15,Morning,Weekday
750.0,Coffee,2016-07-11 10:14:15,Morning,Weekday
750.0,Pastry,2016-07-11 10:14:15,Morning,Weekday
751.0,Coffee,2016-07-11 10:25:13,Morning,Weekday
751.0,Coffee,2016-07-11 10:25:13,Morning,Weekday
751.0,Muffin,2016-07-11 10:25:13,Morning,Weekday
751.0,Alfajores,2016-07-11 10:25:13,Morning,Weekday
751.0,Empanadas,2016-07-11 10:25:13,Morning,Weekday
752.0,Coffee,2016-07-11 10:29:47,Morning,Weekday
753.0,Bread,2016-07-11 10:30:06,Morning,Weekday
754.0,Coffee,2016-07-11 10:34:25,Morning,Weekday
755.0,Coffee,2016-07-11 10:40:42,Morning,Weekday
756.0,Bread,2016-07-11 10:43:30,Morning,Weekday
757.0,Bread,2016-07-11 10:45:13,Morning,Weekday
757.0,Pastry,2016-07-11 10:45:13,Morning,Weekday
757.0,Medialuna,2016-07-11 10:45:13,Morning,Weekday
757.0,Tea,2016-07-11 10:45:13,Morning,Weekday
758.0,Tea,2016-07-11 10:49:31,Morning,Weekday
758.0,Bread,2016-07-11 10:49:31,Morning,Weekday
759.0,Muffin,2016-07-11 10:57:41,Morning,Weekday
760.0,Coffee,2016-07-11 10:59:55,Morning,Weekday
760.0,Muffin,2016-07-11 10:59:55,Morning,Weekday
761.0,Coffee,2016-07-11 11:00:44,Morning,Weekday
761.0,Bread,2016-07-11 11:00:44,Morning,Weekday
761.0,Pastry,2016-07-11 11:00:44,Morning,Weekday
761.0,Medialuna,2016-07-11 11:00:44,Morning,Weekday
762.0,Coffee,2016-07-11 11:06:44,Morning,Weekday
762.0,Coffee,2016-07-11 11:06:44,Morning,Weekday
762.0,Muffin,2016-07-11 11:06:44,Morning,Weekday
763.0,Muffin,2016-07-11 11:14:01,Morning,Weekday
763.0,Hot chocolate,2016-07-11 11:14:01,Morning,Weekday
763.0,Scandinavian,2016-07-11 11:14:01,Morning,Weekday
763.0,Bread,2016-07-11 11:14:01,Morning,Weekday
764.0,Farm House,2016-07-11 11:17:55,Morning,Weekday
765.0,Muffin,2016-07-11 11:22:48,Morning,Weekday
766.0,Coffee,2016-07-11 11:24:12,Morning,Weekday
767.0,Bread,2016-07-11 11:28:29,Morning,Weekday
768.0,Coffee,2016-07-11 11:29:47,Morning,Weekday
768.0,Coffee,2016-07-11 11:29:47,Morning,Weekday
768.0,Cookies,2016-07-11 11:29:47,Morning,Weekday
769.0,Coffee,2016-07-11 11:31:35,Morning,Weekday
769.0,Coffee,2016-07-11 11:31:35,Morning,Weekday
770.0,Muffin,2016-07-11 11:33:55,Morning,Weekday
771.0,Coffee,2016-07-11 11:34:39,Morning,Weekday
771.0,Tea,2016-07-11 11:34:39,Morning,Weekday
771.0,Keeping It Local,2016-07-11 11:34:39,Morning,Weekday
772.0,Coffee,2016-07-11 11:40:01,Morning,Weekday
772.0,Medialuna,2016-07-11 11:40:01,Morning,Weekday
773.0,Bread,2016-07-11 11:44:36,Morning,Weekday
774.0,Tartine,2016-07-11 11:59:40,Morning,Weekday
774.0,Scandinavian,2016-07-11 11:59:40,Morning,Weekday
775.0,Coffee,2016-07-11 12:04:33,Afternoon,Weekday
775.0,Tea,2016-07-11 12:04:33,Afternoon,Weekday
776.0,Bread,2016-07-11 12:16:19,Afternoon,Weekday
777.0,Coffee,2016-07-11 12:18:13,Afternoon,Weekday
777.0,Coke,2016-07-11 12:18:13,Afternoon,Weekday
778.0,Coffee,2016-07-11 12:19:39,Afternoon,Weekday
778.0,Muffin,2016-07-11 12:19:39,Afternoon,Weekday
779.0,Coffee,2016-07-11 12:37:54,Afternoon,Weekday
779.0,Bread,2016-07-11 12:37:54,Afternoon,Weekday
779.0,Coffee,2016-07-11 12:37:54,Afternoon,Weekday
779.0,Medialuna,2016-07-11 12:37:54,Afternoon,Weekday
779.0,Muffin,2016-07-11 12:37:54,Afternoon,Weekday
779.0,Scandinavian,2016-07-11 12:37:54,Afternoon,Weekday
780.0,Bread,2016-07-11 12:44:18,Afternoon,Weekday
781.0,Coke,2016-07-11 12:52:52,Afternoon,Weekday
782.0,Bread,2016-07-11 13:00:03,Afternoon,Weekday
782.0,Scandinavian,2016-07-11 13:00:03,Afternoon,Weekday
783.0,Coffee,2016-07-11 13:01:39,Afternoon,Weekday
784.0,Bread,2016-07-11 13:09:02,Afternoon,Weekday
785.0,Scandinavian,2016-07-11 13:12:51,Afternoon,Weekday
785.0,Bread,2016-07-11 13:12:51,,Weekday
786.0,Fudge,2016-07-11 13:28:28,Afternoon,Weekday
786.0,Fudge,2016-07-11 13:28:28,Afternoon,Weekday
787.0,Soup,2016-07-11 13:36:49,Afternoon,Weekday
787.0,Hearty & Seasonal,2016-07-11 13:36:49,Afternoon,Weekday
787.0,Coffee,2016-07-11 13:36:49,Afternoon,Weekday
788.0,Coke,2016-07-11 13:42:36,Afternoon,Weekday
789.0,Coffee,2016-07-11 13:45:52,Afternoon,Weekday
789.0,Cookies,2016-07-11 13:45:52,Afternoon,Weekday
789.0,Tea,2016-07-11 13:45:52,Afternoon,Weekday
790.0,Pastry,2016-07-11 13:57:34,Afternoon,Weekday
790.0,Tea,,Afternoon,Weekday
790.0,Coffee,2016-07-11 13:57:34,Afternoon,Weekday
791.0,Bread,2016-07-11 14:00:32,Afternoon,Weekday
792.0,Coffee,2016-07-11 14:08:35,Afternoon,Weekday
792.0,Medialuna,2016-07-11 14:08:35,Afternoon,Weekday
793.0,Coffee,2016-07-11 14:15:29,Afternoon,Weekday
793.0,Coffee,2016-07-11 14:15:29,Afternoon,Weekday
793.0,Muffin,2016-07-11 14:15:29,Afternoon,Weekday
793.0,Sandwich,2016-07-11 14:15:29,Afternoon,Weekday
793.0,Soup,2016-07-11 14:15:29,Afternoon,Weekday
794.0,Tea,2016-07-11 14:19:36,Afternoon,Weekday
794.0,Coffee,2016-07-11 14:19:36,Afternoon,Weekday
794.0,Muffin,2016-07-11 14:19:36,Afternoon,Weekday
795.0,Alfajores,2016-07-11 14:30:37,Afternoon,Weekday
796.0,Bread,2016-07-11 14:35:18,Afternoon,Weekday
797.0,Coffee,2016-07-11 14:36:10,Afternoon,Weekday
797.0,Medialuna,2016-07-11 14:36:10,Afternoon,Weekday
798.0,Coffee,2016-07-11 14:37:40,Afternoon,Weekday
799.0,Coffee,2016-07-11 14:40:37,Afternoon,Weekday
800.0,Medialuna,2016-07-11 14:41:38,Afternoon,Weekday
802.0,Empanadas,2016-07-11 14:54:34,Afternoon,Weekday
802.0,Bread,2016-07-11 14:54:34,Afternoon,Weekday
802.0,Scandinavian,2016-07-11 14:54:34,Afternoon,Weekday
803.0,Coffee,2016-07-11 15:08:12,Afternoon,Weekday
803.0,Tartine,2016-07-11 15:08:12,Afternoon,Weekday
804.0,Tea,2016-07-11 15:08:55,Afternoon,Weekday
805.0,Scandinavian,2016-07-11 15:11:04,Afternoon,Weekday
806.0,Muffin,2016-07-11 15:29:01,Afternoon,Weekday
807.0,Scandinavian,2016-07-11 15:40:48,Afternoon,Weekday
807.0,Bread,2016-07-11 15:40:48,Afternoon,Weekday
808.0,Bread,2016-07-11 15:55:35,Afternoon,Weekday
809.0,Coffee,2016-07-11 16:01:38,Afternoon,Weekday
810.0,Bread,2016-07-11 16:33:17,Afternoon,Weekday
811.0,Bread,2016-07-11 16:40:12,Afternoon,Weekday
812.0,Coffee,2016-07-11 17:04:07,Evening,Weekday
812.0,Coffee,2016-07-11 17:04:07,,Weekday
813.0,Cookies,2016-07-11 17:18:06,Evening,Weekday
813.0,Scandinavian,2016-07-11 17:18:06,Evening,Weekday
814.0,Coffee,2016-07-11 18:28:32,Evening,Weekday
814.0,Bread,2016-07-11 18:28:32,Evening,Weekday
814.0,Empanadas,2016-07-11 18:28:32,Evening,Weekday
814.0,Medialuna,2016-07-11 18:28:32,Evening,Weekday
815.0,Coffee,2016-08-11 08:17:58,Morning,Weekday
815.0,Pastry,2016-08-11 08:17:58,Morning,Weekday
816.0,Bread,2016-08-11 08:37:02,Morning,Weekday
817.0,Pastry,2016-08-11 09:07:18,Morning,Weekday
817.0,Tea,2016-08-11 09:07:18,Morning,Weekday
818.0,Coffee,2016-08-11 09:08:37,Morning,Weekday
818.0,Coffee,2016-08-11 09:08:37,Morning,Weekday
818.0,Pastry,2016-08-11 09:08:37,Morning,Weekday
819.0,Coffee,2016-08-11 09:15:49,Morning,Weekday
819.0,Bread,2016-08-11 09:15:49,Morning,Weekday
820.0,Coffee,2016-08-11 09:21:52,Morning,Weekday
820.0,Keeping It Local,2016-08-11 09:21:52,Morning,Weekday
821.0,Fudge,2016-08-11 09:23:54,Morning,Weekday
822.0,Tartine,2016-08-11 09:47:08,Morning,Weekday
822.0,Coffee,2016-08-11 09:47:08,Morning,Weekday
822.0,Coffee,2016-08-11 09:47:08,,Weekday
824.0,Hot chocolate,2016-08-11 09:55:36,Morning,Weekday
824.0,Coffee,2016-08-11 09:55:36,Morning,Weekday
824.0,Pastry,2016-08-11 09:55:36,Morning,Weekday
824.0,Medialuna,2016-08-11 09:55:36,Morning,Weekday
825.0,Alfajores,2016-08-11 10:07:31,Morning,Weekday
825.0,Coffee,2016-08-11 10:07:31,Morning,Weekday
826.0,Coffee,2016-08-11 10:09:35,Morning,Weekday
828.0,Coffee,2016-08-11 10:31:58,Morning,Weekday
828.0,Coffee,2016-08-11 10:31:58,Morning,Weekday
828.0,Medialuna,2016-08-11 10:31:58,Morning,Weekday
829.0,Coke,2016-08-11 10:39:29,Morning,Weekday
830.0,Coffee,2016-08-11 10:43:03,Morning,Weekday
830.0,Coffee,2016-08-11 10:43:03,Morning,Weekday
830.0,Alfajores,2016-08-11 10:43:03,Morning,Weekday
831.0,Muffin,2016-08-11 10:45:21,Morning,Weekday
832.0,Farm House,2016-08-11 10:50:47,Morning,Weekday
832.0,Brownie,2016-08-11 10:50:47,Morning,Weekday
832.0,Fudge,2016-08-11 10:50:47,Morning,Weekday
833.0,Coffee,2016-08-11 10:59:58,Morning,Weekday
833.0,Coffee,2016-08-11 10:59:58,Morning,Weekday
834.0,Tea,2016-08-11 11:02:32,Morning,Weekday
834.0,Muffin,2016-08-11 11:02:32,Morning,Weekday
834.0,Farm House,2016-08-11 11:02:32,Morning,Weekday
835.0,Coffee,2016-08-11 11:09:29,Morning,Weekday
835.0,Pastry,2016-08-11 11:09:29,Morning,Weekday
836.0,Pastry,2016-08-11 11:11:42,Morning,Weekday
836.0,Brownie,2016-08-11 11:11:42,Morning,Weekday
837.0,Medialuna,2016-08-11 11:17:11,Morning,Weekday
838.0,Coffee,2016-08-11 11:19:09,Morning,Weekday
839.0,Pastry,2016-08-11 11:22:27,Morning,Weekday
839.0,Coffee,2016-08-11 11:22:27,Morning,Weekday
839.0,Juice,2016-08-11 11:22:27,Morning,Weekday
840.0,Coffee,2016-08-11 11:26:43,Morning,Weekday
840.0,Bread,2016-08-11 11:26:43,Morning,Weekday
841.0,Tea,2016-08-11 11:33:27,Morning,Weekday
841.0,Coffee,2016-08-11 11:33:27,Morning,Weekday
842.0,Tea,2016-08-11 11:35:23,Morning,Weekday
842.0,,2016-08-11 11:35:23,Morning,Weekday
843.0,Alfajores,2016-08-11 11:36:17,Morning,Weekday
843.0,Coffee,2016-08-11 11:36:17,Morning,Weekday
844.0,Scandinavian,2016-08-11 11:47:50,Morning,Weekday
845.0,Pastry,2016-08-11 12:10:13,Afternoon,Weekday
845.0,Medialuna,2016-08-11 12:10:13,Afternoon,Weekday
846.0,Brownie,2016-08-11 12:13:34,Afternoon,Weekday
847.0,Farm House,2016-08-11 12:15:10,Afternoon,Weekday
848.0,Coffee,2016-08-11 12:17:33,Afternoon,Weekday
848.0,Cookies,2016-08-11 12:17:33,Afternoon,Weekday
849.0,Soup,2016-08-11 12:18:29,Afternoon,Weekday
850.0,Art Tray,2016-08-11 12:23:11,Afternoon,Weekday
850.0,Coffee,2016-08-11 12:23:11,Afternoon,Weekday
850.0,Coffee,2016-08-11 12:23:11,Afternoon,Weekday
850.0,Brownie,2016-08-11 12:23:11,Afternoon,Weekday
851.0,Coffee,2016-08-11 12:24:24,Afternoon,Weekday
852.0,Farm House,2016-08-11 12:27:23,Afternoon,Weekday
853.0,Soup,2016-08-11 12:33:17,Afternoon,Weekday
853.0,Art Tray,2016-08-11 12:33:17,Afternoon,Weekday
853.0,Alfajores,2016-08-11 12:33:17,Afternoon,Weekday
853.0,Frittata,2016-08-11 12:33:17,Afternoon,Weekday
854.0,Sandwich,2016-08-11 12:34:38,Afternoon,Weekday
854.0,Coffee,2016-08-11 12:34:38,Afternoon,Weekday
855.0,,2016-08-11 12:35:35,Afternoon,Weekday
856.0,Farm House,2016-08-11 12:40:50,Afternoon,Weekday
857.0,Scandinavian,2016-08-11 12:48:45,Afternoon,Weekday
857.0,Muffin,2016-08-11 12:48:45,Afternoon,Weekday
858.0,Farm House,2016-08-11 13:00:04,Afternoon,Weekday
859.0,Scandinavian,2016-08-11 13:04:05,Afternoon,Weekday
860.0,Soup,2016-08-11 13:16:55,Afternoon,Weekday
861.0,Hearty & Seasonal,2016-08-11 13:25:27,Afternoon,Weekday
861.0,Tea,2016-08-11 13:25:27,Afternoon,Weekday
861.0,Bread,2016-08-11 13:25:27,Afternoon,Weekday
862.0,Hot chocolate,2016-08-11 13:28:15,Afternoon,Weekday
,Coffee,2016-08-11 13:29:47,Afternoon,Weekday
863.0,Sandwich,2016-08-11 13:29:47,Afternoon,Weekday
863.0,Hearty & Seasonal,2016-08-11 13:29:47,Afternoon,Weekday
864.0,Brownie,2016-08-11 13:37:01,Afternoon,Weekday
864.0,Hearty & Seasonal,2016-08-11 13:37:01,Afternoon,Weekday
864.0,Sandwich,2016-08-11 13:37:01,Afternoon,Weekday
864.0,Coffee,2016-08-11 13:37:01,Afternoon,Weekday
865.0,Medialuna,2016-08-11 14:01:59,Afternoon,Weekday
865.0,Coffee,2016-08-11 14:01:59,Afternoon,Weekday
866.0,Coffee,2016-08-11 14:06:22,Afternoon,Weekday
866.0,Brownie,2016-08-11 14:06:22,Afternoon,Weekday
866.0,Soup,2016-08-11 14:06:22,Afternoon,Weekday
867.0,Sandwich,2016-08-11 14:16:07,Afternoon,Weekday
867.0,Sandwich,2016-08-11 14:16:07,Afternoon,Weekday
867.0,Alfajores,2016-08-11 14:16:07,Afternoon,Weekday
867.0,Alfajores,2016-08-11 14:16:07,Afternoon,Weekday
867.0,Focaccia,2016-08-11 14:16:07,Afternoon,Weekday
868.0,Farm House,2016-08-11 14:22:20,Afternoon,Weekday
868.0,Tartine,2016-08-11 14:22:20,Afternoon,Weekday
,Bread,2016-08-11 14:22:59,Afternoon,Weekday
870.0,Coffee,2016-08-11 14:26:51,Afternoon,Weekday
871.0,Hot chocolate,2016-08-11 14:28:30,Afternoon,Weekday
871.0,Tea,2016-08-11 14:28:30,Afternoon,Weekday
871.0,Muffin,2016-08-11 14:28:30,Afternoon,Weekday
872.0,Pastry,2016-08-11 14:31:31,Afternoon,Weekday
873.0,Coffee,2016-08-11 14:36:39,Afternoon,Weekday
873.0,Brownie,2016-08-11 14:36:39,Afternoon,Weekday
873.0,Hearty & Seasonal,,Afternoon,Weekday
873.0,Soup,2016-08-11 14:36:39,Afternoon,Weekday
873.0,Bowl Nic Pitt,2016-08-11 14:36:39,Afternoon,Weekday
874.0,Coffee,2016-08-11 14:45:38,Afternoon,Weekday
875.0,Alfajores,2016-08-11 14:51:53,Afternoon,Weekday
875.0,Medialuna,2016-08-11 14:51:53,Afternoon,Weekday
875.0,Scandinavian,2016-08-11 14:51:53,Afternoon,Weekday
875.0,Farm House,2016-08-11 14:51:53,Afternoon,Weekday
876.0,Soup,2016-08-11 14:56:14,Afternoon,Weekday
876.0,Coffee,2016-08-11 14:56:14,Afternoon,Weekday
877.0,Tea,2016-08-11 15:04:45,Afternoon,Weekday
877.0,,2016-08-11 15:04:45,Afternoon,Weekday
878.0,Coffee,2016-08-11 15:08:34,Afternoon,Weekday
878.0,,2016-08-11 15:08:34,Afternoon,Weekday
878.0,Cookies,2016-08-11 15:08:34,Afternoon,Weekday
879.0,Tea,2016-08-11 15:34:42,Afternoon,Weekday
879.0,Muffin,2016-08-11 15:34:42,Afternoon,Weekday
880.0,Coffee,2016-08-11 15:50:56,Afternoon,Weekday
880.0,Coffee,2016-08-11 15:50:56,Afternoon,Weekday
880.0,Brownie,2016-08-11 15:50:56,Afternoon,Weekday
881.0,Coffee,2016-08-11 16:00:32,Afternoon,Weekday
882.0,Coffee,2016-08-11 16:02:27,Afternoon,Weekday
883.0,Coffee,2016-08-11 16:03:43,Afternoon,
884.0,Farm House,2016-08-11 16:05:45,Afternoon,Weekday
885.0,Coffee,2016-08-11 16:35:19,Afternoon,Weekday
885.0,Bread Pudding,2016-08-11 16:35:19,Afternoon,Weekday
886.0,Coffee,2016-08-11 17:01:15,Evening,Weekday
886.0,Medialuna,2016-08-11 17:01:15,Evening,
887.0,Hot chocolate,2016-08-11 17:04:46,Evening,Weekday
888.0,Coffee,2016-08-11 17:10:06,Evening,Weekday
888.0,Hot chocolate,2016-08-11 17:10:06,Evening,Weekday
888.0,Farm House,2016-08-11 17:10:06,Evening,Weekday
889.0,Pastry,2016-09-11 08:07:12,Morning,Weekday
889.0,Coffee,2016-09-11 08:07:12,Morning,Weekday
890.0,Bread,2016-09-11 08:37:48,Morning,Weekday
891.0,Pastry,2016-09-11 09:24:38,Morning,Weekday
891.0,Coffee,2016-09-11 09:24:38,Morning,Weekday
892.0,Coffee,2016-09-11 09:40:29,Morning,Weekday
892.0,Coffee,2016-09-11 09:40:29,Morning,Weekday
893.0,Coffee,2016-09-11 10:07:40,,Weekday
893.0,Pastry,2016-09-11 10:07:40,Morning,Weekday
894.0,Farm House,2016-09-11 10:15:09,Morning,Weekday
895.0,Bread,2016-09-11 10:36:01,Morning,Weekday
896.0,Coffee,2016-09-11 10:56:53,Morning,Weekday
896.0,Hot chocolate,2016-09-11 10:56:53,Morning,Weekday
897.0,Bread,2016-09-11 11:00:54,Morning,Weekday
898.0,Coffee,2016-09-11 11:03:38,Morning,Weekday
898.0,Focaccia,2016-09-11 11:03:38,Morning,Weekday
898.0,Coffee,2016-09-11 11:03:38,Morning,Weekday
898.0,Medialuna,2016-09-11 11:03:38,Morning,Weekday
898.0,Bread,2016-09-11 11:03:38,Morning,Weekday
899.0,Coffee,2016-09-11 11:12:22,Morning,Weekday
900.0,Bread,2016-09-11 11:15:12,Morning,Weekday
900.0,Keeping It Local,2016-09-11 11:15:12,Morning,Weekday
901.0,Bread,2016-09-11 11:20:01,Morning,Weekday
901.0,Coffee,2016-09-11 11:20:01,Morning,Weekday
902.0,Bread,2016-09-11 11:23:55,Morning,Weekday
903.0,Bread,2016-09-11 11:28:39,Morning,Weekday
903.0,Medialuna,2016-09-11 11:28:39,Morning,Weekday
904.0,Coffee,2016-09-11 11:31:04,Morning,Weekday
905.0,Coffee,2016-09-11 11:32:50,Morning,Weekday
905.0,Coffee,2016-09-11 11:32:50,Morning,Weekday
905.0,Medialuna,2016-09-11 11:32:50,Morning,Weekday
,Coffee,2016-09-11 11:35:07,Morning,Weekday
906.0,Cookies,2016-09-11 11:35:07,Morning,Weekday
906.0,Tartine,2016-09-11 11:35:07,Morning,Weekday
907.0,Tea,2016-09-11 11:58:20,Morning,Weekday
907.0,Bread,2016-09-11 11:58:20,Morning,Weekday
908.0,Bread,2016-09-11 11:59:56,Morning,Weekday
908.0,Keeping It Local,2016-09-11 11:59:56,Morning,Weekday
908.0,Coffee,2016-09-11 11:59:56,Morning,Weekday
909.0,Coffee,2016-09-11 12:04:03,Afternoon,Weekday
909.0,Medialuna,2016-09-11 12:04:03,Afternoon,Weekday
910.0,Coffee,2016-09-11 12:06:35,Afternoon,Weekday
910.0,Medialuna,2016-09-11 12:06:35,Afternoon,Weekday
911.0,Tea,2016-09-11 12:12:31,Afternoon,Weekday
912.0,Juice,2016-09-11 12:20:42,Afternoon,Weekday
912.0,Coke,2016-09-11 12:20:42,Afternoon,Weekday
912.0,Soup,2016-09-11 12:20:42,Afternoon,Weekday
913.0,Bread,2016-09-11 12:22:35,Afternoon,Weekday
914.0,Brownie,2016-09-11 12:24:49,Afternoon,Weekday
915.0,Brownie,2016-09-11 12:33:07,Afternoon,Weekday
915.0,Bread,2016-09-11 12:33:07,Afternoon,Weekday
915.0,Coffee,2016-09-11 12:33:07,Afternoon,Weekday
916.0,Coffee,2016-09-11 12:38:43,Afternoon,Weekday
916.0,Pastry,2016-09-11 12:38:43,Afternoon,Weekday
916.0,Bread,2016-09-11 12:38:43,Afternoon,Weekday
916.0,Hearty & Seasonal,2016-09-11 12:38:43,Afternoon,Weekday
917.0,Bread,2016-09-11 12:50:36,Afternoon,Weekday
917.0,Coffee,2016-09-11 12:50:36,Afternoon,Weekday
917.0,Brownie,2016-09-11 12:50:36,Afternoon,Weekday
918.0,Coffee,2016-09-11 13:00:17,Afternoon,Weekday
919.0,Bread,2016-09-11 13:02:19,Afternoon,Weekday
919.0,Cookies,2016-09-11 13:02:19,Afternoon,Weekday
920.0,Fudge,2016-09-11 13:07:56,Afternoon,Weekday
920.0,Eggs,2016-09-11 13:07:56,Afternoon,Weekday
921.0,Bread,2016-09-11 13:15:01,Afternoon,Weekday
922.0,Bread,2016-09-11 13:16:34,Afternoon,Weekday
922.0,Muffin,2016-09-11 13:16:34,Afternoon,Weekday
923.0,Soup,2016-09-11 13:22:17,Afternoon,Weekday
924.0,Coffee,2016-09-11 13:24:11,Afternoon,Weekday
924.0,Bread Pudding,2016-09-11 13:24:11,Afternoon,Weekday
925.0,Bread,2016-09-11 13:44:09,Afternoon,Weekday
925.0,Tartine,2016-09-11 13:44:09,Afternoon,Weekday
926.0,Sandwich,2016-09-11 14:15:05,Afternoon,Weekday
926.0,Coffee,2016-09-11 14:15:05,Afternoon,Weekday
926.0,Fudge,2016-09-11 14:15:05,Afternoon,Weekday
926.0,Jam,2016-09-11 14:15:05,Afternoon,Weekday
926.0,Bread Pudding,2016-09-11 14:15:05,Afternoon,Weekday
927.0,Bread Pudding,2016-09-11 14:16:15,Afternoon,Weekday
927.0,Soup,2016-09-11 14:16:15,Afternoon,Weekday
927.0,Coffee,2016-09-11 14:16:15,Afternoon,Weekday
928.0,Hearty & Seasonal,2016-09-11 14:21:56,Afternoon,Weekday
928.0,Bread,2016-09-11 14:21:56,Afternoon,Weekday
929.0,Coffee,2016-09-11 14:26:30,Afternoon,Weekday
929.0,Coffee,2016-09-11 14:26:30,Afternoon,Weekday
929.0,Cookies,2016-09-11 14:26:30,Afternoon,Weekday
930.0,Coffee,2016-09-11 14:33:53,Afternoon,Weekday
931.0,Bread,2016-09-11 14:45:12,Afternoon,Weekday
932.0,Coffee,2016-09-11 15:17:08,Afternoon,Weekday
932.0,Bread,2016-09-11 15:17:08,Afternoon,Weekday
932.0,Soup,2016-09-11 15:17:08,Afternoon,Weekday
933.0,Soup,2016-09-11 15:22:10,Afternoon,Weekday
933.0,Tea,2016-09-11 15:22:10,Afternoon,Weekday
933.0,Focaccia,2016-09-11 15:22:10,Afternoon,Weekday
934.0,Coffee,2016-09-11 16:02:24,Afternoon,Weekday
934.0,My-5 Fruit Shoot,2016-09-11 16:02:24,Afternoon,Weekday
934.0,Cookies,2016-09-11 16:02:24,Afternoon,Weekday
935.0,Coffee,2016-09-11 16:31:15,Afternoon,Weekday
935.0,Coffee,2016-09-11 16:31:15,Afternoon,Weekday
936.0,Coffee,2016-09-11 18:04:13,Evening,Weekday
936.0,Sandwich,2016-09-11 18:04:13,Evening,Weekday
936.0,Tea,2016-09-11 18:04:13,Evening,Weekday
937.0,Scandinavian,2016-09-11 18:09:59,Evening,Weekday
938.0,Adjustment,2016-09-11 19:49:22,Evening,Weekday
939.0,Coffee,2016-10-11 08:51:02,Morning,Weekday
940.0,Medialuna,2016-10-11 08:52:27,Morning,
940.0,Coffee,2016-10-11 08:52:27,Morning,Weekday
941.0,Bread,2016-10-11 08:59:29,Morning,Weekday
942.0,Bread,2016-10-11 09:00:15,Morning,Weekday
943.0,Coffee,2016-10-11 09:06:46,Morning,Weekday
943.0,Pastry,2016-10-11 09:06:46,Morning,Weekday
944.0,Farm House,2016-10-11 09:12:14,Morning,Weekday
945.0,Medialuna,2016-10-11 09:15:08,Morning,Weekday
945.0,Brownie,2016-10-11 09:15:08,Morning,Weekday
946.0,Bread,2016-10-11 09:19:23,Morning,Weekday
946.0,Pastry,2016-10-11 09:19:23,Morning,Weekday
946.0,Brownie,2016-10-11 09:19:23,Morning,Weekday
947.0,Pastry,2016-10-11 09:24:34,Morning,Weekday
947.0,Bread,2016-10-11 09:24:34,Morning,Weekday
947.0,Cookies,2016-10-11 09:24:34,Morning,Weekday
948.0,Bread,2016-10-11 09:29:36,Morning,Weekday
948.0,Bread,2016-10-11 09:29:36,Morning,Weekday
949.0,Cookies,2016-10-11 09:32:14,Morning,Weekday
949.0,Pastry,2016-10-11 09:32:14,Morning,Weekday
949.0,Coffee,2016-10-11 09:32:14,Morning,Weekday
949.0,Juice,2016-10-11 09:32:14,Morning,Weekday
950.0,Pastry,2016-10-11 09:37:37,Morning,Weekday
950.0,Cookies,2016-10-11 09:37:37,Morning,Weekday
950.0,Coffee,2016-10-11 09:37:37,Morning,Weekday
951.0,Coffee,2016-10-11 09:38:27,Morning,Weekday
951.0,Medialuna,2016-10-11 09:38:27,Morning,Weekday
952.0,Bread,2016-10-11 09:48:11,Morning,Weekday
